id,youtube_id,zenodo_id,title,doi,zenodo_link,youtube_link
223,s0lUeVlQg7U,15203557,The Śākta way of understanding krīḍa/play – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203557,https://zenodo.org/record/15203557,https://www.youtube.com/watch?v=s0lUeVlQg7U
224,84Z4Jku7Hns,15203561,Patience & the sense of urgency – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203561,https://zenodo.org/record/15203561,https://www.youtube.com/watch?v=84Z4Jku7Hns
225,nCpbCIPepCs,15203563,What is taught vs  researched by teachers – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203563,https://zenodo.org/record/15203563,https://www.youtube.com/watch?v=nCpbCIPepCs
226,r6O4gVMVpc4,15203567,Embracing fear & suffering – Ācārya dr Sthaneshwar Timalsina,10.5281/zenodo.15203567,https://zenodo.org/record/15203567,https://www.youtube.com/watch?v=r6O4gVMVpc4
227,MUzK0OQX_v4,15203572,Short introduction from Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203572,https://zenodo.org/record/15203572,https://www.youtube.com/watch?v=MUzK0OQX_v4
228,TxZaPDRJfYE,15203576,What is Spanda? – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203576,https://zenodo.org/record/15203576,https://www.youtube.com/watch?v=TxZaPDRJfYE
229,Pz3_oDcHK_4,15203578,Śaktipāta – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203578,https://zenodo.org/record/15203578,https://www.youtube.com/watch?v=Pz3_oDcHK_4
230,8VaBh9TEEFM,15203580,Advice to Tāntrik beginners – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203580,https://zenodo.org/record/15203580,https://www.youtube.com/watch?v=8VaBh9TEEFM
231,S_FLx_9v98Y,15203582,Unreconcilable differences - Śaṅkara's & Kashmir Śaivism's advaita –Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203582,https://zenodo.org/record/15203582,https://www.youtube.com/watch?v=S_FLx_9v98Y
232,4kxTMEeGehQ,15203584,Facial gestures in Tantra – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203584,https://zenodo.org/record/15203584,https://www.youtube.com/watch?v=4kxTMEeGehQ
233,h1qfu7HLojo,15203588,The role of mantra as sonic vibration – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203588,https://zenodo.org/record/15203588,https://www.youtube.com/watch?v=h1qfu7HLojo
234,lLzMec7_9l0,15203590,"Starting point of tantra: study vedānta, visit Vimarsha – Ācārya Dr. Sthaneshwar Timalsina",10.5281/zenodo.15203590,https://zenodo.org/record/15203590,https://www.youtube.com/watch?v=lLzMec7_9l0
235,lD_g_l6BpbE,15203592,Masking death & fear –  Ācārya dr Sthaneshwar Timalsina,10.5281/zenodo.15203592,https://zenodo.org/record/15203592,https://www.youtube.com/watch?v=lD_g_l6BpbE
236,ozoij1ScyFQ,15203594,Yogic aspects of rituals & visualizations – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203594,https://zenodo.org/record/15203594,https://www.youtube.com/watch?v=ozoij1ScyFQ
237,mpMHc65-RsQ,15203598,Learning to live with duality – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203598,https://zenodo.org/record/15203598,https://www.youtube.com/watch?v=mpMHc65-RsQ
238,Is6dAix3vRE,15203600,Is vimarsha/vikalpa an essential nature of consciousness? – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203600,https://zenodo.org/record/15203600,https://www.youtube.com/watch?v=Is6dAix3vRE
239,oSPWHe5V0aw,15203602,Creating reality by pure will (icchā śakti) – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203602,https://zenodo.org/record/15203602,https://www.youtube.com/watch?v=oSPWHe5V0aw
240,-9Io5tKHcPs,15203604,"Devī Stotra by Abhinavagupta, the play of the Divine Mother – Ācārya dr. Sthaneshwar Timalsina",10.5281/zenodo.15203604,https://zenodo.org/record/15203604,https://www.youtube.com/watch?v=-9Io5tKHcPs
241,DBN67yfYi94,15203609,Yogic literature & Tāntrik Āgamās – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203609,https://zenodo.org/record/15203609,https://www.youtube.com/watch?v=DBN67yfYi94
242,lBMEAVukDoA,15203611,What is Śaktipāta? –  Ācārya Dr Sthaneshwar Timalsina,10.5281/zenodo.15203611,https://zenodo.org/record/15203611,https://www.youtube.com/watch?v=lBMEAVukDoA
243,hm6PGYgWeVg,15203617,Confronting fear – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203617,https://zenodo.org/record/15203617,https://www.youtube.com/watch?v=hm6PGYgWeVg
244,hZbi9hH7NLE,15203622,The feeling of not being an „insider” – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203622,https://zenodo.org/record/15203622,https://www.youtube.com/watch?v=hZbi9hH7NLE
245,DgBtKug45B8,15203626,Some historical background on Śaiva dharma - Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203626,https://zenodo.org/record/15203626,https://www.youtube.com/watch?v=DgBtKug45B8
246,NGDvTJ5au6Q,15203630,Paśu – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203630,https://zenodo.org/record/15203630,https://www.youtube.com/watch?v=NGDvTJ5au6Q
247,8p-HfGSED5s,15203632,The role of Divine Mother – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203632,https://zenodo.org/record/15203632,https://www.youtube.com/watch?v=8p-HfGSED5s
248,uTWS0oQ0Ims,15203634,Śiva vs. the individuated state – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203634,https://zenodo.org/record/15203634,https://www.youtube.com/watch?v=uTWS0oQ0Ims
249,Hhx1VHoU0JQ,15203636,The Absolute from the Trika perspective – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203636,https://zenodo.org/record/15203636,https://www.youtube.com/watch?v=Hhx1VHoU0JQ
250,I7Ys_ndUGqE,15203642,The role of philosophy in our practice –Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203642,https://zenodo.org/record/15203642,https://www.youtube.com/watch?v=I7Ys_ndUGqE
251,VZCYzcvGpNg,15203644,Partial recognitions – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203644,https://zenodo.org/record/15203644,https://www.youtube.com/watch?v=VZCYzcvGpNg
252,RVXI2RM-eHQ,15203648,Is Trika paramparā still alive? - Ācārya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15203648,https://zenodo.org/record/15203648,https://www.youtube.com/watch?v=RVXI2RM-eHQ
253,_I8LJnSRMZo,15203650,The veridical nature of āgamas & the reliability of dreams/visions – Ācārya dr. Sthaneshwar,10.5281/zenodo.15203650,https://zenodo.org/record/15203650,https://www.youtube.com/watch?v=_I8LJnSRMZo
254,LhP2QWzeHTU,15203652,The order of phonemes in Mālinī – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203652,https://zenodo.org/record/15203652,https://www.youtube.com/watch?v=LhP2QWzeHTU
255,RajJjTV6FcE,15203654,The origin of āgamas – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203654,https://zenodo.org/record/15203654,https://www.youtube.com/watch?v=RajJjTV6FcE
256,OArNlNMPf6g,15203658,Discourse on Bhairava Āgamas – Dr. Sthaneshwar Timalsina,10.5281/zenodo.15203658,https://zenodo.org/record/15203658,https://www.youtube.com/watch?v=OArNlNMPf6g
257,Gq4biYwKSjw,15203662,Expressed freedom (svātantrya) – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203662,https://zenodo.org/record/15203662,https://www.youtube.com/watch?v=Gq4biYwKSjw
258,bc3c6tN2DRU,15203664,Does the individuality dissolve when realising one's Śiva nature? – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203664,https://zenodo.org/record/15203664,https://www.youtube.com/watch?v=bc3c6tN2DRU
259,r5Mbvl6nByU,15203669,The elasticity of ego – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203669,https://zenodo.org/record/15203669,https://www.youtube.com/watch?v=r5Mbvl6nByU
260,oDsAd-oA5m0,15203671,"Durgā, the Mother of all Tantras – Ācārya dr  Sthaneshwar Timalsina",10.5281/zenodo.15203671,https://zenodo.org/record/15203671,https://www.youtube.com/watch?v=oDsAd-oA5m0
261,yjc30dOCCAw,15203675,पतञ्जली योग सूत्रको छोटो परिचय: नेपालीमा (In Nepali language),10.5281/zenodo.15203675,https://zenodo.org/record/15203675,https://www.youtube.com/watch?v=yjc30dOCCAw
262,QlCWd-L6vb0,15203679,हिन्दु दर्शनको मुल सारांश के हो? (In Nepali Language),10.5281/zenodo.15203679,https://zenodo.org/record/15203679,https://www.youtube.com/watch?v=QlCWd-L6vb0
263,lk6gzzt18n8,15203681,हिन्दु धर्म बुझ्न पढ्नै पर्ने केहि किताबहरू (In Nepali Language),10.5281/zenodo.15203681,https://zenodo.org/record/15203681,https://www.youtube.com/watch?v=lk6gzzt18n8
264,nZB3kmo5JP8,15203684,Levels of reality in Kashmiri Śaivism – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203684,https://zenodo.org/record/15203684,https://www.youtube.com/watch?v=nZB3kmo5JP8
265,rVyjBY3TGNo,15203686,Three elements of actual practice – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203686,https://zenodo.org/record/15203686,https://www.youtube.com/watch?v=rVyjBY3TGNo
266,zpgmmii947I,15203690,The role of imagination – Ācārya dr  Sthaneshwar Timalsina,10.5281/zenodo.15203690,https://zenodo.org/record/15203690,https://www.youtube.com/watch?v=zpgmmii947I
267,zVYs4LSd9Zk,15203697,Start from being a student – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203697,https://zenodo.org/record/15203697,https://www.youtube.com/watch?v=zVYs4LSd9Zk
268,mpy34ivGGxM,15203699,॥ प्रातःस्मरणस्तोत्रम् ॥ prātaḥsmaraṇastotram – A Morning Prayer – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203699,https://zenodo.org/record/15203699,https://www.youtube.com/watch?v=mpy34ivGGxM
269,51H6eg1Xud8,15203701,The mantric body of Śiva – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203701,https://zenodo.org/record/15203701,https://www.youtube.com/watch?v=51H6eg1Xud8
270,PQ8iRKsKrZ4,15203703,The importance of tradition & parampara – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203703,https://zenodo.org/record/15203703,https://www.youtube.com/watch?v=PQ8iRKsKrZ4
271,sEbmOkUW9gw,15203706,Śiva & Śakti: a saga of Love and Being – part 2 – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203706,https://zenodo.org/record/15203706,https://www.youtube.com/watch?v=sEbmOkUW9gw
272,hjNAIJ40osg,15203714,Śiva & Śakti: a saga of Love and Being – part 1– Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203714,https://zenodo.org/record/15203714,https://www.youtube.com/watch?v=hjNAIJ40osg
273,-IqMo8_Oly8,15203722,What is vimarśa? – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203722,https://zenodo.org/record/15203722,https://www.youtube.com/watch?v=-IqMo8_Oly8
274,BuyKpfumCmg,15203728,Deconstructing the Ego – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203728,https://zenodo.org/record/15203728,https://www.youtube.com/watch?v=BuyKpfumCmg
275,ZnKENcKZuVI,15203734,The importance of guidelines in imaginative practices – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203734,https://zenodo.org/record/15203734,https://www.youtube.com/watch?v=ZnKENcKZuVI
276,-SwpDO5x78o,15203738,The role of agency according to Bhagavad-gītā – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203738,https://zenodo.org/record/15203738,https://www.youtube.com/watch?v=-SwpDO5x78o
277,8rt_-FRo0Ak,15203740,What is the problem with the idea that life contains suffering? – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203740,https://zenodo.org/record/15203740,https://www.youtube.com/watch?v=8rt_-FRo0Ak
278,CaNOSfYyN4o,15203743,Is consciousness a mute spectator? – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203743,https://zenodo.org/record/15203743,https://www.youtube.com/watch?v=CaNOSfYyN4o
279,5Im1yvibgQc,15203745,Are there any ranking of paths according to Tantra? – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203745,https://zenodo.org/record/15203745,https://www.youtube.com/watch?v=5Im1yvibgQc
280,-tBG1S84hP8,15203747,Experiencing oneness in diversity – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203747,https://zenodo.org/record/15203747,https://www.youtube.com/watch?v=-tBG1S84hP8
281,GeiTGCZjJZM,15203761,Discussion on the Nepalese Śaiva-Śākta Tantra – Ācārya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15203761,https://zenodo.org/record/15203761,https://www.youtube.com/watch?v=GeiTGCZjJZM
282,5JL8t9q_U6w,15203769,Role of Īśvara and the nature of grace in Kashmir Shaivism – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203769,https://zenodo.org/record/15203769,https://www.youtube.com/watch?v=5JL8t9q_U6w
283,gDCGTq2H4A0,15203782,शिव र शिव का मुख्य शिक्षाहरू,10.5281/zenodo.15203782,https://zenodo.org/record/15203782,https://www.youtube.com/watch?v=gDCGTq2H4A0
284,w6f-tAFEQdk,15203796,An introductory discussion on mudrās – Ācārya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15203796,https://zenodo.org/record/15203796,https://www.youtube.com/watch?v=w6f-tAFEQdk
285,-dpMkTP08J8,15203804,Śiva Sūtras and Śivajñānabodha Course Intro – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203804,https://zenodo.org/record/15203804,https://www.youtube.com/watch?v=-dpMkTP08J8
286,_qHtsuoI2aM,15203806,Māyā – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203806,https://zenodo.org/record/15203806,https://www.youtube.com/watch?v=_qHtsuoI2aM
287,I7Il31UAXBs,15203808,Advaita Vedānta & Tantra – Swami Sarvapriyananda & Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203808,https://zenodo.org/record/15203808,https://www.youtube.com/watch?v=I7Il31UAXBs
288,4BesZKddwQQ,15203815,Why do some people think that Mālinī is dangerous? – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203815,https://zenodo.org/record/15203815,https://www.youtube.com/watch?v=4BesZKddwQQ
289,gQYAplMPBhY,15203846,An introductory discussion on Tantra – Ācārya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15203846,https://zenodo.org/record/15203846,https://www.youtube.com/watch?v=gQYAplMPBhY
290,Z_6HS0BPzUw,15203848,'The Unknown Mothers' in the Trika system – Mātṝkās as siddhis – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203848,https://zenodo.org/record/15203848,https://www.youtube.com/watch?v=Z_6HS0BPzUw
291,SSQ3rYjAbe0,15203850,Kālī as the Power of the shadow – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203850,https://zenodo.org/record/15203850,https://www.youtube.com/watch?v=SSQ3rYjAbe0
292,ADSV6uUDk64,15203854,The goal of Tāntrik path – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203854,https://zenodo.org/record/15203854,https://www.youtube.com/watch?v=ADSV6uUDk64
293,KH12pZaO8e4,15203856,Is our finitude (being in the world) a problem? – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203856,https://zenodo.org/record/15203856,https://www.youtube.com/watch?v=KH12pZaO8e4
294,mhNGuwIkm8c,15203860,Integration of Advaita Vedānta and Tantra – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203860,https://zenodo.org/record/15203860,https://www.youtube.com/watch?v=mhNGuwIkm8c
295,NolQeC-ONCA,15203862,"Means (upāya) – Āṇavopāya, Śāktopāya, Śāmbhavopāya – Ācārya dr. Sthaneshwar Timalsina",10.5281/zenodo.15203862,https://zenodo.org/record/15203862,https://www.youtube.com/watch?v=NolQeC-ONCA
296,hdML5B2cc74,15203864,Mahāmāyā Mahāvidyā – Devī Mahātmyam – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203864,https://zenodo.org/record/15203864,https://www.youtube.com/watch?v=hdML5B2cc74
297,G0sOzlkxws4,15203866,What kind of experiences does one have in the practice of Tantra  – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203866,https://zenodo.org/record/15203866,https://www.youtube.com/watch?v=G0sOzlkxws4
298,w92rgUzS4B8,15203868,What are the basic practices in Kashmiri Shaivism  – Ācārya Sthaneshwar Timalsina,10.5281/zenodo.15203868,https://zenodo.org/record/15203868,https://www.youtube.com/watch?v=w92rgUzS4B8
299,wCTBPFh5MX0,15203870,Kashmiri Shaivism in a nutshell,10.5281/zenodo.15203870,https://zenodo.org/record/15203870,https://www.youtube.com/watch?v=wCTBPFh5MX0
300,IV-Obvax9LM,15203879,On Nepālī Sarvāmnāya Tantra,10.5281/zenodo.15203879,https://zenodo.org/record/15203879,https://www.youtube.com/watch?v=IV-Obvax9LM
301,ARml9j4EYyE,15203887,On Advaita Vedānta and Trika Tantra philosophies,10.5281/zenodo.15203887,https://zenodo.org/record/15203887,https://www.youtube.com/watch?v=ARml9j4EYyE
302,rNgim4d96u0,15203893,On the importance of a lived tradition,10.5281/zenodo.15203893,https://zenodo.org/record/15203893,https://www.youtube.com/watch?v=rNgim4d96u0
303,ByJj-EGfCis,15203900,The Wisdom of Saundaryalaharī,10.5281/zenodo.15203900,https://zenodo.org/record/15203900,https://www.youtube.com/watch?v=ByJj-EGfCis
304,4NY-9zx8Qb4,15203936,Spandakārikā – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203936,https://zenodo.org/record/15203936,https://www.youtube.com/watch?v=4NY-9zx8Qb4
305,iasXZ3aQ0sc,15203938,Devī Māhātmya – FREE ONLINE COURSE – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203938,https://zenodo.org/record/15203938,https://www.youtube.com/watch?v=iasXZ3aQ0sc
306,9y3BT35Xugw,15203940,What is anu(ta)? – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203940,https://zenodo.org/record/15203940,https://www.youtube.com/watch?v=9y3BT35Xugw
307,vYKDLilHWV4,15203946,Who is able to help? Inherent dispositions (svabhāva) in healing – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15203946,https://zenodo.org/record/15203946,https://www.youtube.com/watch?v=vYKDLilHWV4
308,eMgn1NAPcGs,15203973,Mālinīvijayottaratantra - An Introductory Course by Sthaneshwar Timalsina,10.5281/zenodo.15203973,https://zenodo.org/record/15203973,https://www.youtube.com/watch?v=eMgn1NAPcGs
309,ErfA6PLQmOc,15203990,Tripurarahasya with Sthaneshwar Timalsina,10.5281/zenodo.15203990,https://zenodo.org/record/15203990,https://www.youtube.com/watch?v=ErfA6PLQmOc
310,zux-8OZgdkc,15203998,कोरोना भाईरस द्वारा उत्पन्न यस कठिन समयको सामना कसरी गर्ने? प्रा.डा. स्‍थानेश्वर तिमल्सिना,10.5281/zenodo.15203998,https://zenodo.org/record/15203998,https://www.youtube.com/watch?v=zux-8OZgdkc
311,EXb6Cj91808,15204005,Pro. Dr. Sthaneshwar Timalsina - talks about dealing with difficult times.,10.5281/zenodo.15204005,https://zenodo.org/record/15204005,https://www.youtube.com/watch?v=EXb6Cj91808
312,e0CG1MNKoYs,15204011,Dr. Sthaneshwar Timalsina on Bhagavad Gita,10.5281/zenodo.15204011,https://zenodo.org/record/15204011,https://www.youtube.com/watch?v=e0CG1MNKoYs
313,gDI-wwsLZks,15204018,Professor Timalsina at Bhagavad Gita event,10.5281/zenodo.15204018,https://zenodo.org/record/15204018,https://www.youtube.com/watch?v=gDI-wwsLZks
314,mqQUBaayE1o,15204020,"Shanti Mantra at Bhagavad Gita Event, San Diego",10.5281/zenodo.15204020,https://zenodo.org/record/15204020,https://www.youtube.com/watch?v=mqQUBaayE1o
315,pspN0eOvakk,15204033,Dr. Lance Nelson speaking on Bhagavad Gita,10.5281/zenodo.15204033,https://zenodo.org/record/15204033,https://www.youtube.com/watch?v=pspN0eOvakk
316,sScivjU2ZZY,15204042,Opening chant & Prayer,10.5281/zenodo.15204042,https://zenodo.org/record/15204042,https://www.youtube.com/watch?v=sScivjU2ZZY
317,zgH9XqoHwNQ,15204147,Dr. Debashish Banerji on Bhagavad Gita,10.5281/zenodo.15204147,https://zenodo.org/record/15204147,https://www.youtube.com/watch?v=zgH9XqoHwNQ
318,lzAodCb_0zI,15204155,Seeing the ocean as the ocean or as the tides – Ācārya dr. Sthaneshwar Timalsina,10.5281/zenodo.15204155,https://zenodo.org/record/15204155,https://www.youtube.com/watch?v=lzAodCb_0zI
319,Qor_bwjDcCo,15281165,Both subject and object are merely the pulsation of the mind,10.5281/zenodo.15281165,https://zenodo.org/record/15281165,https://www.youtube.com/watch?v=Qor_bwjDcCo
320,BSFJ6qK_LbM,15281173,Just pure pulsation,10.5281/zenodo.15281173,https://zenodo.org/record/15281173,https://www.youtube.com/watch?v=BSFJ6qK_LbM
321,tj-5epYnK9Y,15281177,Can we remove our Karma by going to a temple? -  Excerpts from Upayas Course,10.5281/zenodo.15281177,https://zenodo.org/record/15281177,https://www.youtube.com/watch?v=tj-5epYnK9Y
322,YG8pdIfHYik,15281179,Every Particle in Vibrating,10.5281/zenodo.15281179,https://zenodo.org/record/15281179,https://www.youtube.com/watch?v=YG8pdIfHYik
323,d3FcvRkjmPU,15281189,Essential Spanda,10.5281/zenodo.15281189,https://zenodo.org/record/15281189,https://www.youtube.com/watch?v=d3FcvRkjmPU
324,MH4w6_lDDYQ,15685187,How I Met My Guru - Excerpts from Upayas Course,10.5281/zenodo.15685187,https://zenodo.org/record/15685187,https://www.youtube.com/watch?v=MH4w6_lDDYQ
325,52vZnpNfWQM,15685192,The Importance of Philosophy - Excerpts from Upayas Course,10.5281/zenodo.15685192,https://zenodo.org/record/15685192,https://www.youtube.com/watch?v=52vZnpNfWQM
326,BoGOQ_L2SSw,15685194,Why Is It So Hard to Know Your Own Self? -  Excerpts from Upayas Course,10.5281/zenodo.15685194,https://zenodo.org/record/15685194,https://www.youtube.com/watch?v=BoGOQ_L2SSw
327,1uj2V6tB8Bs,15685196,What is the Nature of the Absolute - Upayas Course,10.5281/zenodo.15685196,https://zenodo.org/record/15685196,https://www.youtube.com/watch?v=1uj2V6tB8Bs
328,awM0fzczKQY,16484863,The Importance of Tarka - Excerpts from Upayas Course,10.5281/zenodo.16484863,https://zenodo.org/record/16484863,https://www.youtube.com/watch?v=awM0fzczKQY
329,_ICvoEvfJ6M,16484887,The Nature of Matrkas -   Excerpts from Upayas Course,10.5281/zenodo.16484887,https://zenodo.org/record/16484887,https://www.youtube.com/watch?v=_ICvoEvfJ6M
330,psb4bT7WVdI,16484909,Who are the rudras?,10.5281/zenodo.16484909,https://zenodo.org/record/16484909,https://www.youtube.com/watch?v=psb4bT7WVdI
331,YSi-oAH2SxE,16484969,The State of Rudra and Mantra  - Excerpts from Upayas Course,10.5281/zenodo.16484969,https://zenodo.org/record/16484969,https://www.youtube.com/watch?v=YSi-oAH2SxE
332,FBRtLUnVTrs,16485007,The Difference Between Shiva and Bhairava - Excerpts from Upayas Course,10.5281/zenodo.16485007,https://zenodo.org/record/16485007,https://www.youtube.com/watch?v=FBRtLUnVTrs
333,LZUEP8Iq_PQ,16485066,Is Our Life Predestined? - Excerpts from Upayas Course,10.5281/zenodo.16485066,https://zenodo.org/record/16485066,https://www.youtube.com/watch?v=LZUEP8Iq_PQ
334,1F5cBfPC_oM,16485151,What is Anupaya? -  Excerpts from Upayas Course,10.5281/zenodo.16485151,https://zenodo.org/record/16485151,https://www.youtube.com/watch?v=1F5cBfPC_oM
